database;class;sequence id;length (aa);HCA score;% strong hydrophobic;sequence coverage by foldable segment;number of removed aa
SCOPe;a;d2lnba1;69;-0.03;0.30;0.80;0
SCOPe;a;d1p4wa_;87;1.15;0.34;0.89;0
SCOPe;a;d1vdla1;67;-1.12;0.25;0.81;0
SCOPe;a;d1qpma_;69;-1.87;0.30;0.94;0
SCOPe;a;d1g73a_;157;-1.17;0.30;0.69;0
SCOPe;a;d1k99a_;91;-0.90;0.30;0.86;0
SCOPe;a;d1kx5d_;122;-3.46;0.25;0.70;0
SCOPe;a;d4csrb_;82;1.93;0.38;0.96;0
SCOPe;a;d1st6a4;117;-2.52;0.21;0.69;0
SCOPe;a;d1okkd1;58;2.67;0.34;0.91;0
SCOPe;a;d1nlxa_;104;-0.37;0.27;0.93;0
SCOPe;a;d3n20b_;322;0.26;0.33;0.98;0
SCOPe;b;d2yuza1;87;-0.17;0.37;1.00;0
SCOPe;b;d1x4xa1;93;1.29;0.37;0.87;0
SCOPe;b;d4gs7b1;98;0.76;0.38;0.93;0
SCOPe;b;d1qr4a1;87;-2.68;0.28;0.74;0
SCOPe;b;d4eq3a2;107;-0.41;0.38;0.93;0
SCOPe;b;d2ee2a1;106;-0.42;0.31;0.96;0
SCOPe;b;d2yqga1;116;-2.16;0.32;0.84;0
SCOPe;b;d1pzsa_;171;-2.70;0.25;0.74;0
SCOPe;a;d2rh3a1;121;-1.43;0.33;0.79;0
SCOPe;a;d4d1la_;39;0.64;0.33;0.72;0
SCOPe;d;d1y8na2;125;2.02;0.38;0.94;0
SCOPe;d;d1jssa_;199;2.79;0.38;0.98;0
SCOPe;d;d3ijta1;137;2.24;0.35;0.99;0
SCOPe;d;d4eaga_;125;0.92;0.38;0.97;0
SCOPe;d;d1xdna_;265;1.59;0.38;0.98;0
SCOPe;d;d5uaba_;332;1.62;0.40;0.95;0
SCOPe;d;d2p3ha1;98;-0.37;0.36;0.90;0
SCOPe;d;d2drha_;359;0.17;0.34;0.94;0
SCOPe;d;d3jxpa1;303;-0.37;0.34;0.86;0
SCOPe;d;d2z06a_;252;-1.24;0.35;0.81;0
SCOPe;d;d1p4ea2;287;1.71;0.36;0.97;0
SCOPe;d;d2c8ee_;200;-0.25;0.32;0.88;0
SCOPe;d;d3bdwa_;123;-0.47;0.37;0.83;0
SCOPe;d;d3ncxa2;94;1.76;0.37;0.99;0
SCOPe;d;d1pp9a2;209;2.31;0.37;1.00;0
SCOPe;d;d5l8rd_;143;-2.01;0.33;0.69;0
SCOPe;d;d3ddva1;143;0.88;0.34;0.93;0
SCOPe;d;d1imua_;107;1.70;0.29;0.98;0
SCOPe;d;d2fo1e1;277;-3.09;0.30;0.77;0
SCOPe;d;d4uuca_;221;0.93;0.33;0.84;0
SCOPe;d;d2m2ua_;174;2.74;0.43;0.97;0
SCOPe;d;d3upsa_;108;1.09;0.37;0.94;0
SCOPe;d;d1nr3a_;122;-0.04;0.33;0.90;0
SCOPe;d;d1vz0a2;93;-0.46;0.32;0.98;0
SCOPe;d;d1yhda1;90;-0.46;0.33;0.90;0
SCOPe;d;d2e3la1;86;1.00;0.41;0.85;0
SCOPe;d;d4ml2a_;90;0.21;0.36;0.84;0
SCOPe;d;d3d55b_;84;-1.79;0.29;0.99;0
SCOPe;d;d2hw4a1;118;-0.17;0.32;0.97;0
SCOPe;d;d2phna_;248;1.33;0.37;1.00;0
SCOPe;d;d2gpia1;90;2.00;0.37;0.99;0
SCOPe;d;d2z15a1;117;2.21;0.39;0.97;0
SCOPe;d;d2hg4a4;84;-5.44;0.21;0.76;0
SCOPe;a;d1vhba_;144;1.12;0.36;0.97;0
SCOPe;a;d2caza1;59;2.24;0.39;0.95;0
SCOPe;a;d1w2la_;97;-1.60;0.33;0.76;0
SCOPe;a;d1bw5a_;66;-0.61;0.35;0.91;0
SCOPe;a;d3nara_;70;-1.66;0.33;0.79;0
SCOPe;a;d1mbja_;52;-0.38;0.27;0.77;0
SCOPe;a;d1zk8a1;72;2.65;0.32;0.92;0
SCOPe;a;d2mg4a1;58;-1.60;0.29;0.59;0
SCOPe;a;d2fbia1;136;0.40;0.34;0.96;0
SCOPe;a;d1i1ga1;60;-0.08;0.32;0.80;0
SCOPe;a;d4lcta2;25;4.40;0.40;0.96;0
SCOPe;d;d3lqva_;113;0.94;0.36;0.91;0
SCOPe;d;d2mzra1;93;2.87;0.31;0.92;0
SCOPe;d;d2fhob1;86;2.10;0.42;0.95;0
SCOPe;d;d2gv1a_;92;1.78;0.35;0.99;0
SCOPe;d;d1fjgj_;98;-3.13;0.30;0.64;0
SCOPe;d;d2cdqa3;75;2.36;0.40;0.96;0
SCOPe;d;d1mlaa2;70;-5.31;0.26;0.54;0
SCOPe;d;d1fx4a_;231;0.23;0.33;0.76;0
SCOPe;d;d1wvfa1;279;0.15;0.33;0.90;0
SCOPe;d;d1eara2;68;2.01;0.40;1.00;0
SCOPe;d;d2y8ya2;124;-0.65;0.31;0.93;0
SCOPe;d;d1zava1;177;2.18;0.39;0.93;0
SCOPe;d;d1d1ra1;81;0.90;0.31;0.91;0
SCOPe;d;d1wiha1;71;0.70;0.37;0.92;0
SCOPe;d;d6b6ma2;70;2.59;0.37;0.83;0
SCOPe;d;d3buea_;78;-1.35;0.31;0.94;0
SCOPe;d;d1vq8d1;165;-0.62;0.30;0.87;0
SCOPe;d;d2aifa1;115;1.43;0.34;0.92;0
SCOPe;d;d3qtyb1;153;2.26;0.39;0.95;0
SCOPe;d;d1tlta2;140;-2.23;0.30;0.82;0
SCOPe;d;d5m7zc_;160;2.27;0.37;0.94;0
SCOPe;d;d2jk6a3;131;0.81;0.34;0.96;0
SCOPe;d;d2frea1;200;-2.81;0.31;0.67;0
SCOPe;d;d2rvfa1;96;-1.33;0.30;0.73;0
SCOPe;d;d3v9oa_;127;1.95;0.38;0.94;0
SCOPe;d;d2wp8b2;87;1.02;0.37;0.91;0
SCOPe;d;d1n71a_;180;0.67;0.35;0.98;0
SCOPe;d;d1iyka2;227;1.15;0.39;0.98;0
SCOPe;d;d3zq5a3;188;1.02;0.37;0.97;0
SCOPe;d;d4kuka1;119;0.21;0.34;0.93;0
SCOPe;d;d3by8a_;133;-0.40;0.31;0.90;0
SCOPe;d;d1u20a1;196;0.87;0.35;0.91;0
SCOPe;d;d5cfja_;146;-0.91;0.34;0.81;0
SCOPe;d;d3ep1a_;174;-1.20;0.32;0.87;0
SCOPe;d;d4pv4a2;262;1.46;0.36;0.98;0
SCOPe;d;d1ln1a_;203;0.40;0.38;0.98;0
SCOPe;d;d2ns9a1;147;1.34;0.31;0.86;0
SCOPe;d;d1j3ma_;127;0.25;0.33;0.85;0
SCOPe;d;d1ud9a1;119;3.24;0.40;0.97;0
SCOPe;d;d1a9xa6;259;1.28;0.37;0.90;0
SCOPe;d;d1s68a_;233;0.42;0.39;0.97;0
SCOPe;d;d3fxwa_;317;-0.26;0.35;0.93;0
SCOPe;d;d3aoxa_;316;1.11;0.38;0.99;0
SCOPe;d;d3a8ga_;197;0.29;0.34;0.90;0
SCOPe;d;d1qhwa_;300;0.40;0.36;0.91;0
SCOPe;d;d3d03a_;274;-0.07;0.35;0.98;0
SCOPe;d;d3fefa2;269;-0.01;0.35;0.92;0
SCOPe;a;d1ccda_;77;-0.13;0.35;0.91;0
SCOPe;a;d3qt9a_;424;1.81;0.36;0.98;0
SCOPe;a;d1w6ka1;448;0.98;0.33;0.94;0
SCOPe;a;d3l4da1;445;1.22;0.37;0.88;0
SCOPe;a;d2i9ca1;121;0.78;0.35;0.93;0
SCOPe;a;d1iipa1;102;1.63;0.33;0.69;0
SCOPe;a;d2j9qb_;287;1.01;0.34;0.93;0
SCOPe;d;d2qmwa2;80;3.84;0.45;0.97;0
SCOPe;a;d1upka_;330;1.38;0.37;0.97;0
SCOPe;a;d3vyca_;987;2.09;0.40;0.93;0
SCOPe;a;d4ydea_;303;2.63;0.38;0.98;0
SCOPe;a;d1zu2a1;145;-0.07;0.30;0.83;0
SCOPe;a;d2hr2a1;156;0.47;0.29;0.97;0
SCOPe;a;d1ldja2;394;1.69;0.35;0.87;0
SCOPe;a;d5f5ta_;215;-0.20;0.35;0.72;0
SCOPe;a;d1sgma2;111;1.27;0.38;0.96;0
SCOPe;a;d4hgmb3;104;2.97;0.38;0.96;0
SCOPe;a;d1jswa_;459;1.38;0.37;0.96;0
SCOPe;a;d3hgwb_;84;0.08;0.33;0.79;0
SCOPe;a;d4fn6a_;225;3.08;0.39;0.91;0
SCOPe;a;d3ah8g_;50;-2.42;0.28;0.54;0
SCOPe;a;d1hh5a_;68;-3.06;0.22;0.96;0
SCOPe;a;d1a62a1;47;1.89;0.34;0.83;0
SCOPe;a;d1l8wa_;291;-2.68;0.21;0.60;0
SCOPe;a;d3fxka2;72;-2.44;0.33;0.54;0
SCOPe;a;d1koya_;62;-0.10;0.29;0.92;0
SCOPe;a;d1or7a2;111;0.91;0.34;0.91;0
SCOPe;a;d1tp4a_;59;-1.64;0.32;0.90;0
SCOPe;a;d1vmga_;83;6.34;0.39;1.00;0
SCOPe;a;d3m1ta1;274;3.21;0.35;0.98;0
SCOPe;a;d4gh0a_;200;2.80;0.39;0.94;0
SCOPe;a;d2euca1;113;2.03;0.40;0.83;0
SCOPe;a;d2noxa_;261;1.29;0.36;0.93;0
SCOPe;a;d4gr2a_;110;1.34;0.35;0.90;0
SCOPe;b;d1iray2;103;1.45;0.39;0.89;0
SCOPe;b;d2yxma1;87;-0.30;0.37;0.97;0
SCOPe;b;d2om5a2;105;-2.52;0.32;0.77;0
SCOPe;c;d4xaqa_;466;0.13;0.33;0.89;0
SCOPe;c;d3e61a1;260;2.22;0.38;0.97;0
SCOPe;c;d1xvya_;307;-2.67;0.32;0.92;0
SCOPe;c;d4ymxa_;224;2.00;0.36;0.99;0
SCOPe;c;d4toza_;515;-1.73;0.32;0.84;0
SCOPe;c;d4pbha1;301;0.26;0.34;0.93;0
SCOPe;c;d1u0ma2;148;-0.18;0.34;0.96;0
SCOPe;c;d2x3ea2;152;2.16;0.34;0.97;0
SCOPe;c;d2kcqa1;145;-4.59;0.24;0.67;0
SCOPe;c;d1te2a_;218;0.64;0.38;0.96;0
SCOPe;c;d4hgna_;165;2.40;0.37;0.95;0
SCOPe;c;d4um7a1;173;0.58;0.35;0.99;0
SCOPe;c;d1x9aa_;87;1.07;0.39;0.91;0
SCOPe;c;d1m0sa1;147;-0.70;0.35;0.93;0
SCOPe;c;d1v7za_;257;1.37;0.38;0.80;0
SCOPe;d;d1dkva4;354;0.38;0.32;0.91;0
SCOPe;d;d5axwa2;147;-0.63;0.30;0.94;0
SCOPe;d;d3cwva2;150;0.67;0.33;0.91;0
SCOPe;d;d1uh6a1;73;4.79;0.41;0.99;0
SCOPe;d;d3kuza1;108;1.90;0.36;0.97;0
SCOPe;d;d2qjla_;99;1.22;0.38;0.97;0
SCOPe;d;d1krha3;104;-0.76;0.32;0.87;0
SCOPe;d;d3iam31;95;1.25;0.38;0.79;0
SCOPe;d;d4o1na2;101;0.44;0.35;0.98;0
SCOPe;d;d2rpva_;75;-2.24;0.28;0.97;0
SCOPe;d;d1d7la2;102;1.56;0.36;0.98;0
SCOPe;d;d2bk7b1;98;-0.23;0.30;0.93;0
SCOPe;d;d1v58a2;60;0.27;0.33;0.83;0
SCOPe;d;d3cnxa1;153;-0.61;0.35;0.91;0
SCOPe;d;d3nv0b_;136;-0.02;0.34;0.84;0
SCOPe;d;d1zuob_;140;2.69;0.41;0.94;0
SCOPe;d;d4duna1;258;0.55;0.40;1.00;0
SCOPe;d;d1qvea1;122;-3.39;0.23;0.62;0
SCOPe;d;d4dipa1;120;-1.15;0.36;0.75;0
SCOPe;d;d3bn0a1;101;1.56;0.40;0.95;0
SCOPe;d;d1lkda1;131;0.20;0.34;0.89;0
SCOPe;d;d5jtma_;155;0.76;0.35;0.86;0
SCOPe;d;d2qrde2;153;2.15;0.38;0.99;0
SCOPe;d;d1s5ua_;129;0.47;0.40;0.86;0
SCOPe;d;d4moca2;125;1.72;0.36;0.94;0
SCOPe;d;d3tqva1;113;2.12;0.35;0.95;0
SCOPe;d;d3kvta_;103;1.12;0.39;0.93;0
SCOPe;d;d2p1ma1;51;2.29;0.35;0.84;0
SCOPe;d;d3dnja_;80;1.24;0.41;0.96;0
SCOPe;d;d1ekza_;76;-0.03;0.32;0.64;0
SCOPe;d;d2e3ua1;83;-2.89;0.29;0.72;0
SCOPe;d;d3bida1;56;-2.52;0.30;0.66;0
SCOPe;d;d3db9a_;256;-2.17;0.31;0.86;0
SCOPe;a;d1itha_;141;1.30;0.36;0.95;0
SCOPe;a;d1h97a_;147;0.29;0.32;0.82;0
SCOPe;a;d2qamx1;63;0.22;0.30;0.75;0
SCOPe;a;d4nkgb_;66;0.11;0.32;0.97;0
SCOPe;a;d155ca_;134;-2.94;0.24;0.77;0
SCOPe;a;d2p81a_;44;-5.05;0.25;0.36;0
SCOPe;a;d1ocpa_;67;1.82;0.33;0.85;0
SCOPe;a;d2hi3a_;73;-3.04;0.27;0.79;0
SCOPe;a;d1xg1a1;63;-0.05;0.30;0.79;0
SCOPe;a;d2g7ga1;65;-0.82;0.32;0.74;0
SCOPe;a;d2coba1;63;2.27;0.33;0.94;0
SCOPe;a;d2da3a1;67;-0.55;0.28;0.69;0
SCOPe;a;d2eqya1;115;1.01;0.35;0.83;0
SCOPe;a;d2nrac1;143;-0.48;0.34;0.90;0
SCOPe;a;d1cf7b_;82;0.56;0.33;0.74;0
SCOPe;a;d2g9wa1;122;0.05;0.30;0.98;0
SCOPe;a;d1r7ja_;90;3.01;0.37;0.94;0
SCOPe;a;d5deqa2;69;0.49;0.35;0.90;0
SCOPe;a;d4esba_;103;1.45;0.39;0.95;0
SCOPe;a;d4g8xc_;55;0.20;0.31;0.95;0
SCOPe;a;d1veka1;71;-3.14;0.32;0.54;0
SCOPe;a;d3b74a1;91;-0.46;0.33;0.70;0
SCOPe;d;d1wxaa1;103;-1.15;0.32;0.91;0
SCOPe;d;d1wmha_;83;3.72;0.41;0.98;0
SCOPe;d;d5g5ga1;87;-0.63;0.32;0.86;0
SCOPe;d;d1ty0a2;108;1.43;0.38;0.98;0
SCOPe;d;d1d5ta2;97;-1.47;0.36;0.76;0
SCOPe;d;d1ohpa_;125;-0.46;0.33;0.72;0
SCOPe;d;d3ef8a1;149;1.14;0.34;0.90;0
SCOPe;d;d1q7ha2;66;-2.47;0.35;0.77;0
SCOPe;d;d2nvuc1;176;0.79;0.35;0.76;0
SCOPe;c;d1qora2;179;0.56;0.35;1.00;0
SCOPe;c;d3e1ka1;225;1.88;0.37;0.88;0
SCOPe;c;d1omoa_;320;1.12;0.34;1.00;0
SCOPe;c;d2zyda1;174;-1.94;0.33;0.72;0
SCOPe;c;d1lqua1;216;-1.00;0.33;0.87;0
SCOPe;c;d1gesa1;217;-0.30;0.32;0.95;0
SCOPe;c;d2gjca_;311;1.24;0.36;0.97;0
SCOPe;c;d3bvxa3;381;1.31;0.36;0.99;0
SCOPe;c;d1hk8a_;561;1.29;0.36;0.93;0
SCOPe;c;d1gmla_;169;1.54;0.35;0.97;0
SCOPe;c;d1vq8o1;115;0.15;0.27;0.94;0
SCOPe;c;d1l0ba2;97;2.37;0.44;0.99;0
SCOPe;c;d3q9sa1;120;-0.82;0.37;0.94;0
SCOPe;c;d3grca_;125;0.62;0.34;0.96;0
SCOPe;c;d2csua3;163;-2.15;0.34;0.70;0
SCOPe;c;d4fgla_;230;0.18;0.36;0.89;0
SCOPe;c;d2o14a2;208;-0.83;0.32;0.98;0
SCOPe;c;d1gqoa_;142;0.33;0.36;0.84;0
SCOPe;c;d1ka9h_;195;-0.70;0.34;0.90;0
SCOPe;c;d2ghra1;281;1.03;0.35;0.98;0
SCOPe;c;d2rc5a2;156;1.02;0.35;0.97;0
SCOPe;c;d1jila_;323;0.64;0.34;0.86;0
SCOPe;c;d3nv7a_;155;1.55;0.40;0.86;0
SCOPe;c;d1k92a1;188;1.43;0.35;0.98;0
SCOPe;c;d2z08a_;137;-2.93;0.33;0.82;0
SCOPe;c;d1mv8a3;136;1.11;0.38;1.00;0
SCOPe;c;d2hgsa1;102;-0.06;0.34;0.95;0
SCOPe;c;d3vpda1;88;-0.02;0.40;0.98;0
SCOPe;c;d3mcwa_;195;-1.55;0.30;0.76;0
SCOPe;c;d2ji7a2;188;1.44;0.36;0.96;0
SCOPe;c;d2c42a2;447;-1.06;0.30;0.86;0
SCOPe;c;d1gsia_;208;-0.39;0.29;0.74;0
SCOPe;c;d1puia_;188;0.95;0.33;0.90;0
SCOPe;c;d1g6oa_;323;0.14;0.36;0.98;0
SCOPe;c;d1g8fa3;122;-0.50;0.39;0.95;0
SCOPe;c;d1c4oa1;408;-0.00;0.36;0.99;0
SCOPe;c;d2p65a_;185;-0.64;0.33;0.84;0
SCOPe;c;d5c1ta2;159;3.06;0.39;0.99;0
SCOPe;c;d2hxsa1;174;2.69;0.39;0.98;0
SCOPe;c;d3pr1a_;192;2.10;0.41;0.99;0
SCOPe;c;d3zxya1;280;-2.11;0.31;0.77;0
SCOPe;c;d1l5aa1;174;0.90;0.36;0.95;0
SCOPe;c;d1e0ca2;136;-0.74;0.29;0.80;0
SCOPe;c;d1hyua3;102;0.24;0.31;0.94;0
SCOPe;c;d1jlva2;84;0.18;0.39;0.90;0
SCOPe;c;d1xvwa1;153;-0.62;0.33;0.99;0
SCOPe;c;d2r25b_;133;2.61;0.37;0.95;0
SCOPe;c;d3cg0a1;125;-0.38;0.37;0.92;0
SCOPe;c;d4esea1;200;-0.26;0.35;0.99;0
SCOPe;c;d3bzwa1;248;0.87;0.36;0.96;0
SCOPe;c;d1wo8a1;126;-0.33;0.35;0.82;0
SCOPe;c;d1h3fa1;343;0.62;0.34;0.86;0
SCOPe;c;d2qjfa2;230;-1.18;0.34;0.89;0
SCOPe;c;d1wy5a1;216;1.01;0.38;0.97;0
SCOPe;c;d1dlja3;108;1.44;0.38;0.94;0
SCOPe;c;d3hu5a_;190;0.43;0.36;0.97;0
SCOPe;c;d1lw7a2;192;1.61;0.36;0.97;0
SCOPe;c;d1ye8a1;178;1.72;0.38;0.99;0
SCOPe;c;d1c4oa2;174;1.38;0.34;0.94;0
SCOPe;c;d3dina4;318;1.93;0.38;0.99;0
SCOPe;c;d1gvnb_;273;-0.48;0.31;0.90;0
SCOPe;c;d2ynma_;267;0.85;0.36;1.00;0
SCOPe;c;d3l0ob2;284;-0.05;0.36;0.92;0
SCOPe;c;d1l5aa2;250;1.08;0.36;0.95;0
SCOPe;c;d4g0ma_;135;0.90;0.35;0.99;0
SCOPe;c;d1uara1;143;-0.20;0.36;0.92;0
SCOPe;c;d1hyua4;96;0.92;0.35;0.92;0
SCOPe;c;d2trcp_;217;1.37;0.32;0.94;0
SCOPe;c;d1lu4a_;134;-2.40;0.33;0.67;0
SCOPe;c;d1woua_;119;0.76;0.36;0.82;0
SCOPe;c;d2wz9a_;120;-0.19;0.33;0.97;0
SCOPe;c;d1x5ea1;113;1.84;0.37;0.99;0
SCOPe;c;d1ex2a_;185;-0.26;0.34;0.98;0
SCOPe;c;d1t0fa2;162;0.34;0.35;0.96;0
SCOPe;c;d3bp8a3;196;1.69;0.37;0.97;0
SCOPe;c;d3fe1a2;195;0.16;0.31;0.96;0
SCOPe;c;d1kfsa1;195;1.47;0.35;0.97;0
SCOPe;c;d1vq8n1;186;-1.39;0.27;0.97;0
SCOPe;c;d1b8oa_;280;0.62;0.36;0.92;0
SCOPe;c;d4gm5a_;323;0.17;0.33;0.83;0
SCOPe;c;d4cvka3;132;0.01;0.32;0.96;0
SCOPe;c;d4s2ua2;147;-0.14;0.35;0.81;0
SCOPe;c;d3hmca1;187;0.84;0.37;0.89;0
SCOPe;c;d5afda1;297;1.25;0.36;0.92;0
SCOPe;c;d3sjna2;245;2.45;0.34;0.99;0
SCOPe;c;d2f7fa1;345;0.10;0.32;0.86;0
SCOPe;c;d3l12a_;310;-0.43;0.34;0.94;0
SCOPe;c;d1u1ja1;394;1.18;0.35;0.92;0
SCOPe;c;d2htma_;241;0.37;0.35;0.94;0
SCOPe;c;d1iz0a2;171;-0.74;0.35;0.94;0
SCOPe;c;d1h9aa1;195;0.18;0.33;0.98;0
SCOPe;c;d1k0ma2;86;1.22;0.38;0.95;0
SCOPe;c;d2kuca1;119;2.63;0.39;0.94;0
SCOPe;c;d1v98a_;92;-0.29;0.37;0.89;0
SCOPe;c;d1gpua3;146;-1.01;0.34;0.92;0
SCOPe;c;d2bfqa_;192;2.02;0.36;0.91;0
SCOPe;c;d1w94a1;154;-0.96;0.33;0.99;0
SCOPe;c;d1bama_;213;0.62;0.36;0.99;0
SCOPe;c;d1w36c3;304;0.56;0.37;0.90;0
SCOPe;c;d5t3ua1;133;2.65;0.39;0.99;0
SCOPe;c;d1saza1;172;0.51;0.34;0.98;0
SCOPe;c;d2f9wa1;134;1.25;0.38;0.96;0
SCOPe;c;d4phtx2;90;-0.36;0.33;0.89;0
SCOPe;c;d1asua_;162;-2.84;0.28;0.62;0
SCOPe;c;d3tr8a1;181;1.39;0.35;1.00;0
SCOPe;c;d1wb9a3;153;-1.56;0.31;0.90;0
SCOPe;c;d1r3na1;322;0.49;0.33;0.86;0
SCOPe;c;d1mkza1;168;-1.60;0.30;0.70;0
SCOPe;c;d1qwoa_;435;-0.01;0.33;0.87;0
SCOPe;c;d1p17b_;210;1.38;0.39;0.86;0
SCOPe;c;d1u9ya2;129;0.84;0.36;0.98;0
SCOPe;c;d1yvra2;174;2.40;0.40;0.96;0
SCOPe;c;d4p7fa_;213;2.40;0.38;0.96;0
SCOPe;c;d2b25a1;324;1.45;0.37;0.98;0
SCOPe;c;d2ozka1;164;1.76;0.35;0.99;0
SCOPe;c;d2i62a_;257;1.77;0.38;0.96;0
SCOPe;c;d1orda2;462;-0.63;0.34;0.79;0
SCOPe;c;d2fsua1;183;-1.26;0.33;0.87;0
SCOPe;c;d4bmaa_;481;-1.91;0.32;0.72;0
SCOPe;c;d3tgla_;265;0.41;0.37;0.96;0
SCOPe;c;d1mpxa2;381;-0.71;0.33;0.85;0
SCOPe;c;d3kd6a1;299;0.31;0.36;0.93;0
SCOPe;c;d7mdha1;175;0.50;0.37;0.99;0
SCOPe;c;d2yv2a1;120;0.23;0.35;0.85;0
SCOPe;c;d4pvca_;342;0.95;0.34;1.00;0
SCOPe;c;d4lw8a_;308;0.20;0.32;0.97;0
SCOPe;c;d4cjxa2;173;0.18;0.39;0.87;0
SCOPe;c;d1d7la1;292;0.36;0.34;1.00;0
SCOPe;c;d1w4xa2;235;-1.37;0.31;0.88;0
SCOPe;c;d2i5ia1;261;-0.39;0.36;0.76;0
SCOPe;c;d4coba_;206;-0.59;0.34;0.88;0
SCOPe;c;d3k8xa2;381;-0.01;0.34;0.87;0
SCOPe;c;d2jfda2;64;-1.00;0.31;0.88;0
SCOPe;c;d5kbxb_;161;0.69;0.36;0.84;0
SCOPe;c;d3hzha_;134;2.10;0.41;0.96;0
SCOPe;c;d1vmea1;148;0.77;0.36;0.96;0
SCOPe;c;d1dxya2;131;2.89;0.36;0.92;0
SCOPe;c;d5bnfa_;231;1.40;0.35;0.97;0
SCOPe;c;d2zlza_;296;0.50;0.33;0.90;0
SCOPe;c;d2h29a_;188;1.77;0.40;0.96;0
SCOPe;c;d1w96a2;170;-0.31;0.32;0.89;0
SCOPe;c;d1w36b2;395;-0.07;0.34;0.95;0
SCOPe;c;d1gm5a3;264;1.15;0.35;0.95;0
SCOPe;c;d2a5yb3;277;2.32;0.41;0.92;0
SCOPe;c;d4bzpa_;173;-0.60;0.31;0.95;0
SCOPe;c;d2v54a_;204;3.50;0.38;0.98;0
SCOPe;c;d1vkra_;97;1.31;0.32;0.93;0
SCOPe;c;d4yaaa_;282;-0.30;0.30;0.83;0
SCOPe;c;d1abaa_;87;0.20;0.37;0.99;0
SCOPe;c;d1rk4a2;70;1.43;0.40;0.91;0
SCOPe;c;d3rppa_;220;-0.16;0.37;0.82;0
SCOPe;c;d4o32a1;88;1.98;0.43;0.78;0
SCOPe;a;d1ujoa1;131;1.62;0.37;0.98;0
SCOPe;a;d2hzaa1;48;0.42;0.27;0.83;0
SCOPe;a;d2o6ka1;70;2.70;0.40;1.00;0
SCOPe;a;d2eiaa2;131;0.04;0.34;0.81;0
SCOPe;a;d1f5qb2;106;4.09;0.48;0.98;0
SCOPe;a;d1cy5a_;93;0.88;0.35;0.72;0
SCOPe;a;d1emua_;132;0.42;0.36;0.98;0
SCOPe;a;d1lj8a3;206;1.84;0.37;0.97;0
SCOPe;a;d4j0ea2;98;0.76;0.39;0.99;0
SCOPe;a;d1g9ga_;629;-0.29;0.30;0.91;0
SCOPe;a;d2j5ca1;181;2.60;0.37;0.83;0
SCOPe;a;d2ij2a_;453;-0.21;0.34;0.91;0
SCOPe;a;d2b8wa2;25;0.92;0.36;0.76;0
SCOPe;a;d1b3ua_;588;2.03;0.38;0.98;0
SCOPe;a;d1te4a_;111;-1.23;0.30;0.92;0
SCOPe;a;d1hxia_;112;-1.44;0.29;0.89;0
SCOPe;a;d4cr2t1;178;3.36;0.39;0.98;0
SCOPe;a;d4a64a1;346;3.36;0.39;0.90;0
SCOPe;a;d2iu5a2;109;3.69;0.47;0.98;0
SCOPe;a;d1n83a1;241;3.81;0.41;0.99;0
SCOPe;a;d1kxpd2;190;0.28;0.35;0.98;0
SCOPe;a;d2j5ca2;327;3.87;0.40;0.98;0
SCOPe;a;d1poca_;134;-1.30;0.34;0.75;0
SCOPe;a;d2b59b1;60;-0.02;0.35;0.77;0
SCOPe;a;d1wija_;127;-1.00;0.34;0.72;0
SCOPe;a;d1h6pa_;203;1.64;0.36;0.95;0
SCOPe;a;d2dofa1;72;-4.00;0.22;0.39;0
SCOPe;a;d1p0ya1;172;1.44;0.37;0.95;0
SCOPe;a;d1no1a1;66;4.64;0.38;0.98;0
SCOPe;a;d1r6ra_;80;3.10;0.39;0.91;0
SCOPe;a;d1v65a1;51;2.04;0.37;0.86;0
SCOPe;a;d1q8da_;108;2.69;0.38;0.95;0
SCOPe;a;d1sg7a1;75;-3.33;0.20;0.45;0
SCOPe;a;d5vxma_;279;0.42;0.31;0.80;0
SCOPe;a;d2ixna1;297;1.85;0.40;0.96;0
SCOPe;a;d2ebfx1;300;1.64;0.36;0.90;0
SCOPe;d;d1ryia2;88;1.05;0.36;0.91;0
SCOPe;d;d2gu3a2;65;-4.34;0.25;0.51;0
SCOPe;d;d2jdca1;145;-1.03;0.32;0.83;0
SCOPe;d;d1ne9a1;164;1.12;0.34;0.99;0
SCOPe;d;d2vi7a_;164;0.37;0.34;0.84;0
SCOPe;d;d2fh1a1;121;-3.02;0.29;0.82;0
SCOPe;d;d3fg6a1;99;0.36;0.38;0.98;0
SCOPe;d;d1mc0a1;187;2.96;0.41;0.96;0
SCOPe;d;d2vv6a_;106;-0.22;0.34;0.95;0
SCOPe;d;d2hjea_;220;1.64;0.38;0.96;0
SCOPe;d;d1jcua_;208;-1.14;0.36;0.89;0
SCOPe;d;d2dewx3;370;0.79;0.36;0.99;0
SCOPe;d;d1mpga2;99;4.33;0.39;0.99;0
SCOPe;d;d2b1xa2;279;0.04;0.36;0.97;0
SCOPe;d;d1jy1a2;258;-1.19;0.33;0.99;0
SCOPe;d;d3p4ea2;175;-1.16;0.33;0.97;0
SCOPe;c;d2qmma1;194;1.59;0.38;1.00;0
SCOPe;c;d5b6ia1;185;-1.55;0.32;0.71;0
SCOPe;d;d1a73a_;162;-1.51;0.34;0.69;0
SCOPe;d;d1qk9a_;92;-4.09;0.26;0.61;0
SCOPe;d;d2r3va1;224;1.46;0.37;1.00;0
SCOPe;d;d1zxna2;157;2.64;0.37;0.99;0
